numero_boletim,data hora_boletim,data_inclusao,tipo_acidente,desc_tipo_acidente,cod_tempo,desc_tempo,cod_pavimento,pavimento,cod_regional,desc_regional,origem_boletim,local_sinalizado,velocidade_permitida,coordenada_x,coordenada_y,hora_informada,indicador_fatalidade,valor_ups,descricao_ups,data_alteracao_smsa,valor_ups_antiga,descricao_ups_antiga
"2017-022318121-001",2017-08-23 10:15:00.000,2017-08-25 14:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-017024460-001",2017-07-20 18:20:00.000,2017-07-21 14:23:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-028829393-001",2017-08-02 22:50:00.000,2017-10-06 08:53:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",18,"BARREIRO","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-028832895-001",2017-07-02 18:30:00.000,2017-10-06 09:20:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-028848779-001",2017-05-17 20:30:00.000,2017-10-06 11:14:00.000," H04000","QUEDA DE PESSOA DE VEICULO",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-028882037-001",2017-10-06 08:00:00.000,2017-10-06 15:03:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",26,"VENDA NOVA","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-019104444-001",2017-08-02 07:30:00.000,2017-08-04 14:20:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-029291670-001",2017-03-17 16:30:00.000,2017-10-09 14:15:00.000," H03002","QUEDA DE VEICULO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-029443241-001",2017-08-02 20:30:00.000,2017-10-10 11:50:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-019424197-001",2017-08-06 17:05:00.000,2017-08-06 23:08:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-019658677-001",2017-05-13 23:00:00.000,2017-08-08 12:12:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-022720953-001",2017-07-16 11:30:00.000,2017-08-28 12:59:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",23,"NORTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-031417087-001",2017-10-17 17:30:00.000,2017-10-23 12:10:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",23,"NORTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-031615626-001",2017-09-02 11:00:00.000,2017-10-24 14:54:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-019664778-001",2017-08-07 10:20:00.000,2017-08-08 13:14:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-010311521-001",2017-05-16 13:30:00.000,2017-05-17 14:46:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-010382330-001",2017-05-08 09:20:00.000,2017-05-18 12:33:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-013749077-001",2017-06-29 17:30:00.000,2017-06-29 20:48:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-013856636-001",2017-06-01 06:45:00.000,2017-06-30 14:30:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-008554623-001",2017-04-18 18:30:00.000,2017-04-24 10:16:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-008581340-001",2017-04-15 04:15:00.000,2017-04-24 14:17:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-008646965-001",2017-04-24 18:50:00.000,2017-04-25 10:00:00.000," H99002","OUTROS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-008669630-001",2017-04-19 23:00:00.000,2017-04-25 14:05:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",23,"NORTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-011255970-001",2017-05-29 16:00:00.000,2017-05-30 10:45:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-011278646-001",2017-05-16 11:40:00.000,2017-05-30 14:49:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-006284171-001",2017-03-24 07:10:00.000,2017-03-24 08:54:00.000," H99002","OUTROS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-008821886-001",2017-04-30 14:40:00.000,2017-05-05 15:02:00.000," H99002","OUTROS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",23,"NORTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-014300430-001",2017-06-30 10:45:00.000,2017-07-03 17:09:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-008859822-001",2017-04-24 20:00:00.000,2017-04-27 16:51:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-008930883-001",2017-04-17 16:25:00.000,2017-04-28 16:37:00.000," H08002","CHOQUE MECANICO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-011546652-001",2017-04-30 17:00:00.000,2017-06-02 16:36:00.000," H03002","QUEDA DE VEICULO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-009135252-001",2017-04-23 17:40:00.000,2017-05-02 12:59:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-011889854-001",2017-06-03 12:40:00.000,2017-06-07 09:08:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-011898329-001",2017-04-16 06:00:00.000,2017-06-07 10:30:00.000," H99002","OUTROS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-011929531-001",2017-06-06 14:22:00.000,2017-06-07 15:16:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-014882118-001",2017-07-07 01:30:00.000,2017-07-07 10:58:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-009245282-001",2017-01-05 15:30:00.000,2017-05-03 15:41:00.000," H06002","ATROPELAMENTO DE PESSOA SEM VITIMA FATAL",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-012792937-001",2017-06-09 16:30:00.000,2017-06-19 14:07:00.000," H03002","QUEDA DE VEICULO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-005129544-001",2017-03-09 07:50:00.000,2017-03-09 13:02:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-009846820-001",2017-04-02 13:00:00.000,2017-05-11 11:56:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-009926917-001",2017-05-12 08:00:00.000,2017-05-12 11:03:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-012950456-001",2017-05-29 20:00:00.000,2017-06-21 10:05:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-010453215-001",2017-05-16 22:15:00.000,2017-05-19 10:22:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-005202431-002",2017-03-09 17:30:00.000,2017-11-13 17:45:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-005230047-001",2017-03-09 22:30:00.000,2017-03-10 14:56:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-005242000-001",2017-03-08 03:30:00.000,2017-03-10 16:36:00.000," H08002","CHOQUE MECANICO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-007773863-001",2017-03-11 11:00:00.000,2017-04-12 16:21:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-009330328-001",2017-04-19 07:30:00.000,2017-05-04 15:52:00.000," H06002","ATROPELAMENTO DE PESSOA SEM VITIMA FATAL",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-007130950-001",2017-04-04 06:45:00.000,2017-04-05 14:08:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-007136917-002",2017-04-04 06:02:00.000,2017-10-25 12:19:00.000," H08002","CHOQUE MECANICO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",26,"VENDA NOVA","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-011754727-001",2017-05-14 17:30:00.000,2017-06-05 16:43:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-010840973-001",2017-04-07 16:40:00.000,2017-05-24 15:26:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-010843059-001",2017-04-20 08:30:00.000,2017-05-24 15:45:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-010888956-001",2017-05-12 13:00:00.000,2017-05-25 09:41:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-012283399-001",2017-05-17 19:30:00.000,2017-06-12 11:13:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-013219705-001",2017-06-24 14:00:00.000,2017-06-24 17:45:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-005628961-001",2017-02-23 17:30:00.000,2017-03-15 19:06:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-005751399-001",2017-02-23 20:00:00.000,2017-03-17 10:31:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-010926073-001",2017-05-23 05:30:00.000,2017-05-25 15:49:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-011010240-001",2017-05-26 15:15:00.000,2017-05-26 15:45:00.000," H08002","CHOQUE MECANICO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-013336282-001",2017-06-23 23:15:00.000,2017-06-26 14:47:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-013410644-001",2017-05-18 22:30:00.000,2017-06-27 12:19:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-004867059-001",2017-02-17 19:45:00.000,2017-03-06 14:06:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-008082707-001",2017-04-12 12:00:00.000,2017-04-17 15:43:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-008091240-001",2017-04-11 08:45:00.000,2017-04-17 16:47:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-008149170-001",2017-01-21 13:00:00.000,2017-04-18 11:52:00.000," H07002","ATROPELAMENTO DE ANIMAL COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-011110218-001",2017-05-26 18:20:00.000,2017-05-28 11:29:00.000," H08002","CHOQUE MECANICO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-012399708-001",2017-06-10 14:50:00.000,2017-06-13 16:32:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-012468638-001",2017-05-28 19:45:00.000,2017-06-14 14:06:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",26,"VENDA NOVA","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-005765364-001",2017-02-11 18:30:00.000,2017-03-17 13:09:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",18,"BARREIRO","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-009666885-001",2017-01-18 00:40:00.000,2017-05-09 11:27:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-013479284-001",2017-04-20 13:00:00.000,2017-06-28 09:03:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",18,"BARREIRO","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-004601372-001",2017-02-23 08:10:00.000,2017-03-02 16:32:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-009949181-001",2017-04-26 07:00:00.000,2017-05-12 15:12:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-005952957-001",2017-03-16 10:51:00.000,2017-03-20 12:17:00.000," H04000","QUEDA DE PESSOA DE VEICULO",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-005955151-001",2017-01-07 12:20:00.000,2017-03-20 12:43:00.000," H99002","OUTROS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-006050211-001",2017-01-22 03:30:00.000,2017-03-21 13:25:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA CIVIL","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-017093824-001",2017-12-08 16:00:00.000,2017-12-08 16:00:00.000," H08002","CHOQUE MECANICO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",18,"BARREIRO","NI","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-029718080-001",2017-10-11 20:35:00.000,2017-10-11 23:11:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-015615030-001",2017-07-12 08:12:00.000,2017-07-12 10:12:00.000," H08002","CHOQUE MECANICO COM VITIMA",1,"BOM",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-034384319-001",2017-11-11 05:43:00.000,2017-11-11 07:59:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",2,"CHUVA",1,"ASFALTO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
