Date,Year,Start of Year,End of Year,Month,Start of Month,End of Month,Days in Month,Day,Day Name,Day of Week,Day of Year,Month Name,Quarter,Start of Quarter,End of Quarter,Week of Year,Week of Month,Start of Week,End of Week,Fiscal Year,Fiscal Quarter,Fiscal Month,Day Offset,Month Offset,Year Offset,Quarter Offset
2021-10-29 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,10,2021-10-01 00:00:00.000,2021-10-31 00:00:00.000,31,29,"Friday",5,302,"October",4,2021-10-01 00:00:00.000,2021-12-31 00:00:00.000,44,5,2021-10-25 00:00:00.000,2021-10-31 00:00:00.000,2021,4,10,277,9,0,3
2021-10-30 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,10,2021-10-01 00:00:00.000,2021-10-31 00:00:00.000,31,30,"Saturday",6,303,"October",4,2021-10-01 00:00:00.000,2021-12-31 00:00:00.000,44,5,2021-10-25 00:00:00.000,2021-10-31 00:00:00.000,2021,4,10,278,9,0,3
2021-10-31 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,10,2021-10-01 00:00:00.000,2021-10-31 00:00:00.000,31,31,"Sunday",0,304,"October",4,2021-10-01 00:00:00.000,2021-12-31 00:00:00.000,44,5,2021-10-25 00:00:00.000,2021-10-31 00:00:00.000,2021,4,10,279,9,0,3
2021-12-27 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,12,2021-12-01 00:00:00.000,2021-12-31 00:00:00.000,31,27,"Monday",1,361,"December",4,2021-10-01 00:00:00.000,2021-12-31 00:00:00.000,53,5,2021-12-27 00:00:00.000,2022-01-02 00:00:00.000,2021,4,12,336,11,0,3
2021-12-28 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,12,2021-12-01 00:00:00.000,2021-12-31 00:00:00.000,31,28,"Tuesday",2,362,"December",4,2021-10-01 00:00:00.000,2021-12-31 00:00:00.000,53,5,2021-12-27 00:00:00.000,2022-01-02 00:00:00.000,2021,4,12,337,11,0,3
2021-12-29 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,12,2021-12-01 00:00:00.000,2021-12-31 00:00:00.000,31,29,"Wednesday",3,363,"December",4,2021-10-01 00:00:00.000,2021-12-31 00:00:00.000,53,5,2021-12-27 00:00:00.000,2022-01-02 00:00:00.000,2021,4,12,338,11,0,3
2021-12-30 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,12,2021-12-01 00:00:00.000,2021-12-31 00:00:00.000,31,30,"Thursday",4,364,"December",4,2021-10-01 00:00:00.000,2021-12-31 00:00:00.000,53,5,2021-12-27 00:00:00.000,2022-01-02 00:00:00.000,2021,4,12,339,11,0,3
2021-12-31 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,12,2021-12-01 00:00:00.000,2021-12-31 00:00:00.000,31,31,"Friday",5,365,"December",4,2021-10-01 00:00:00.000,2021-12-31 00:00:00.000,53,5,2021-12-27 00:00:00.000,2022-01-02 00:00:00.000,2021,4,12,340,11,0,3
2022-01-24 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,1,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,31,24,"Monday",1,24,"January",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,5,5,2022-01-24 00:00:00.000,2022-01-30 00:00:00.000,2022,1,1,364,12,1,4
2022-01-25 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,1,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,31,25,"Tuesday",2,25,"January",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,5,5,2022-01-24 00:00:00.000,2022-01-30 00:00:00.000,2022,1,1,365,12,1,4
2022-01-26 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,1,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,31,26,"Wednesday",3,26,"January",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,5,5,2022-01-24 00:00:00.000,2022-01-30 00:00:00.000,2022,1,1,366,12,1,4
2022-01-27 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,1,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,31,27,"Thursday",4,27,"January",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,5,5,2022-01-24 00:00:00.000,2022-01-30 00:00:00.000,2022,1,1,367,12,1,4
2022-01-28 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,1,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,31,28,"Friday",5,28,"January",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,5,5,2022-01-24 00:00:00.000,2022-01-30 00:00:00.000,2022,1,1,368,12,1,4
2022-01-29 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,1,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,31,29,"Saturday",6,29,"January",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,5,5,2022-01-24 00:00:00.000,2022-01-30 00:00:00.000,2022,1,1,369,12,1,4
2022-01-30 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,1,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,31,30,"Sunday",0,30,"January",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,5,5,2022-01-24 00:00:00.000,2022-01-30 00:00:00.000,2022,1,1,370,12,1,4
2022-03-28 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,3,2022-03-01 00:00:00.000,2022-03-31 00:00:00.000,31,28,"Monday",1,87,"March",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,14,5,2022-03-28 00:00:00.000,2022-04-03 00:00:00.000,2022,1,3,427,14,1,4
2022-03-29 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,3,2022-03-01 00:00:00.000,2022-03-31 00:00:00.000,31,29,"Tuesday",2,88,"March",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,14,5,2022-03-28 00:00:00.000,2022-04-03 00:00:00.000,2022,1,3,428,14,1,4
2022-03-30 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,3,2022-03-01 00:00:00.000,2022-03-31 00:00:00.000,31,30,"Wednesday",3,89,"March",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,14,5,2022-03-28 00:00:00.000,2022-04-03 00:00:00.000,2022,1,3,429,14,1,4
2022-03-31 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,3,2022-03-01 00:00:00.000,2022-03-31 00:00:00.000,31,31,"Thursday",4,90,"March",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,14,5,2022-03-28 00:00:00.000,2022-04-03 00:00:00.000,2022,1,3,430,14,1,4
2022-05-23 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,5,2022-05-01 00:00:00.000,2022-05-31 00:00:00.000,31,23,"Monday",1,143,"May",2,2022-04-01 00:00:00.000,2022-06-30 00:00:00.000,22,5,2022-05-23 00:00:00.000,2022-05-29 00:00:00.000,2022,2,5,483,16,1,5
2022-05-24 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,5,2022-05-01 00:00:00.000,2022-05-31 00:00:00.000,31,24,"Tuesday",2,144,"May",2,2022-04-01 00:00:00.000,2022-06-30 00:00:00.000,22,5,2022-05-23 00:00:00.000,2022-05-29 00:00:00.000,2022,2,5,484,16,1,5
2022-05-25 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,5,2022-05-01 00:00:00.000,2022-05-31 00:00:00.000,31,25,"Wednesday",3,145,"May",2,2022-04-01 00:00:00.000,2022-06-30 00:00:00.000,22,5,2022-05-23 00:00:00.000,2022-05-29 00:00:00.000,2022,2,5,485,16,1,5
2022-05-26 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,5,2022-05-01 00:00:00.000,2022-05-31 00:00:00.000,31,26,"Thursday",4,146,"May",2,2022-04-01 00:00:00.000,2022-06-30 00:00:00.000,22,5,2022-05-23 00:00:00.000,2022-05-29 00:00:00.000,2022,2,5,486,16,1,5
2022-05-27 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,5,2022-05-01 00:00:00.000,2022-05-31 00:00:00.000,31,27,"Friday",5,147,"May",2,2022-04-01 00:00:00.000,2022-06-30 00:00:00.000,22,5,2022-05-23 00:00:00.000,2022-05-29 00:00:00.000,2022,2,5,487,16,1,5
2022-05-28 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,5,2022-05-01 00:00:00.000,2022-05-31 00:00:00.000,31,28,"Saturday",6,148,"May",2,2022-04-01 00:00:00.000,2022-06-30 00:00:00.000,22,5,2022-05-23 00:00:00.000,2022-05-29 00:00:00.000,2022,2,5,488,16,1,5
2022-05-29 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,5,2022-05-01 00:00:00.000,2022-05-31 00:00:00.000,31,29,"Sunday",0,149,"May",2,2022-04-01 00:00:00.000,2022-06-30 00:00:00.000,22,5,2022-05-23 00:00:00.000,2022-05-29 00:00:00.000,2022,2,5,489,16,1,5
2022-07-25 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,7,2022-07-01 00:00:00.000,2022-07-31 00:00:00.000,31,25,"Monday",1,206,"July",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,31,5,2022-07-25 00:00:00.000,2022-07-31 00:00:00.000,2022,3,7,546,18,1,6
2022-07-26 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,7,2022-07-01 00:00:00.000,2022-07-31 00:00:00.000,31,26,"Tuesday",2,207,"July",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,31,5,2022-07-25 00:00:00.000,2022-07-31 00:00:00.000,2022,3,7,547,18,1,6
2022-07-27 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,7,2022-07-01 00:00:00.000,2022-07-31 00:00:00.000,31,27,"Wednesday",3,208,"July",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,31,5,2022-07-25 00:00:00.000,2022-07-31 00:00:00.000,2022,3,7,548,18,1,6
2022-07-28 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,7,2022-07-01 00:00:00.000,2022-07-31 00:00:00.000,31,28,"Thursday",4,209,"July",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,31,5,2022-07-25 00:00:00.000,2022-07-31 00:00:00.000,2022,3,7,549,18,1,6
2022-07-29 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,7,2022-07-01 00:00:00.000,2022-07-31 00:00:00.000,31,29,"Friday",5,210,"July",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,31,5,2022-07-25 00:00:00.000,2022-07-31 00:00:00.000,2022,3,7,550,18,1,6
2022-07-30 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,7,2022-07-01 00:00:00.000,2022-07-31 00:00:00.000,31,30,"Saturday",6,211,"July",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,31,5,2022-07-25 00:00:00.000,2022-07-31 00:00:00.000,2022,3,7,551,18,1,6
2022-07-31 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,7,2022-07-01 00:00:00.000,2022-07-31 00:00:00.000,31,31,"Sunday",0,212,"July",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,31,5,2022-07-25 00:00:00.000,2022-07-31 00:00:00.000,2022,3,7,552,18,1,6
2022-08-29 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,8,2022-08-01 00:00:00.000,2022-08-31 00:00:00.000,31,29,"Monday",1,241,"August",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,36,5,2022-08-29 00:00:00.000,2022-09-04 00:00:00.000,2022,3,8,581,19,1,6
2022-08-30 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,8,2022-08-01 00:00:00.000,2022-08-31 00:00:00.000,31,30,"Tuesday",2,242,"August",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,36,5,2022-08-29 00:00:00.000,2022-09-04 00:00:00.000,2022,3,8,582,19,1,6
2022-08-31 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,8,2022-08-01 00:00:00.000,2022-08-31 00:00:00.000,31,31,"Wednesday",3,243,"August",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,36,5,2022-08-29 00:00:00.000,2022-09-04 00:00:00.000,2022,3,8,583,19,1,6
2022-10-24 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,10,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,31,24,"Monday",1,297,"October",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,44,5,2022-10-24 00:00:00.000,2022-10-30 00:00:00.000,2022,4,10,637,21,1,7
2022-10-25 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,10,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,31,25,"Tuesday",2,298,"October",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,44,5,2022-10-24 00:00:00.000,2022-10-30 00:00:00.000,2022,4,10,638,21,1,7
2022-10-26 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,10,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,31,26,"Wednesday",3,299,"October",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,44,5,2022-10-24 00:00:00.000,2022-10-30 00:00:00.000,2022,4,10,639,21,1,7
2022-10-27 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,10,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,31,27,"Thursday",4,300,"October",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,44,5,2022-10-24 00:00:00.000,2022-10-30 00:00:00.000,2022,4,10,640,21,1,7
2022-10-28 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,10,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,31,28,"Friday",5,301,"October",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,44,5,2022-10-24 00:00:00.000,2022-10-30 00:00:00.000,2022,4,10,641,21,1,7
2022-10-29 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,10,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,31,29,"Saturday",6,302,"October",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,44,5,2022-10-24 00:00:00.000,2022-10-30 00:00:00.000,2022,4,10,642,21,1,7
2022-10-30 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,10,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,31,30,"Sunday",0,303,"October",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,44,5,2022-10-24 00:00:00.000,2022-10-30 00:00:00.000,2022,4,10,643,21,1,7
2022-12-26 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,12,2022-12-01 00:00:00.000,2022-12-31 00:00:00.000,31,26,"Monday",1,360,"December",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,53,5,2022-12-26 00:00:00.000,2023-01-01 00:00:00.000,2022,4,12,700,23,1,7
2022-12-27 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,12,2022-12-01 00:00:00.000,2022-12-31 00:00:00.000,31,27,"Tuesday",2,361,"December",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,53,5,2022-12-26 00:00:00.000,2023-01-01 00:00:00.000,2022,4,12,701,23,1,7
2022-12-28 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,12,2022-12-01 00:00:00.000,2022-12-31 00:00:00.000,31,28,"Wednesday",3,362,"December",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,53,5,2022-12-26 00:00:00.000,2023-01-01 00:00:00.000,2022,4,12,702,23,1,7
2022-12-29 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,12,2022-12-01 00:00:00.000,2022-12-31 00:00:00.000,31,29,"Thursday",4,363,"December",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,53,5,2022-12-26 00:00:00.000,2023-01-01 00:00:00.000,2022,4,12,703,23,1,7
2022-12-30 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,12,2022-12-01 00:00:00.000,2022-12-31 00:00:00.000,31,30,"Friday",5,364,"December",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,53,5,2022-12-26 00:00:00.000,2023-01-01 00:00:00.000,2022,4,12,704,23,1,7
2022-12-31 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,12,2022-12-01 00:00:00.000,2022-12-31 00:00:00.000,31,31,"Saturday",6,365,"December",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,53,5,2022-12-26 00:00:00.000,2023-01-01 00:00:00.000,2022,4,12,705,23,1,7
2020-01-01 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,31,1,"Wednesday",3,1,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,1,1,2019-12-30 00:00:00.000,2020-01-05 00:00:00.000,2020,1,1,-390,-12,-1,-4
2020-01-02 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,31,2,"Thursday",4,2,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,1,1,2019-12-30 00:00:00.000,2020-01-05 00:00:00.000,2020,1,1,-389,-12,-1,-4
2020-01-03 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,31,3,"Friday",5,3,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,1,1,2019-12-30 00:00:00.000,2020-01-05 00:00:00.000,2020,1,1,-388,-12,-1,-4
2020-01-04 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,31,4,"Saturday",6,4,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,1,1,2019-12-30 00:00:00.000,2020-01-05 00:00:00.000,2020,1,1,-387,-12,-1,-4
2020-01-05 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,31,5,"Sunday",0,5,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,1,1,2019-12-30 00:00:00.000,2020-01-05 00:00:00.000,2020,1,1,-386,-12,-1,-4
2020-03-01 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,31,1,"Sunday",0,61,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,9,1,2020-02-24 00:00:00.000,2020-03-01 00:00:00.000,2020,1,3,-330,-10,-1,-4
2020-05-01 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,5,2020-05-01 00:00:00.000,2020-05-31 00:00:00.000,31,1,"Friday",5,122,"May",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,18,1,2020-04-27 00:00:00.000,2020-05-03 00:00:00.000,2020,2,5,-269,-8,-1,-3
2020-05-02 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,5,2020-05-01 00:00:00.000,2020-05-31 00:00:00.000,31,2,"Saturday",6,123,"May",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,18,1,2020-04-27 00:00:00.000,2020-05-03 00:00:00.000,2020,2,5,-268,-8,-1,-3
2020-05-03 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,5,2020-05-01 00:00:00.000,2020-05-31 00:00:00.000,31,3,"Sunday",0,124,"May",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,18,1,2020-04-27 00:00:00.000,2020-05-03 00:00:00.000,2020,2,5,-267,-8,-1,-3
2020-07-01 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,7,2020-07-01 00:00:00.000,2020-07-31 00:00:00.000,31,1,"Wednesday",3,183,"July",3,2020-07-01 00:00:00.000,2020-09-30 00:00:00.000,27,1,2020-06-29 00:00:00.000,2020-07-05 00:00:00.000,2020,3,7,-208,-6,-1,-2
2020-07-02 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,7,2020-07-01 00:00:00.000,2020-07-31 00:00:00.000,31,2,"Thursday",4,184,"July",3,2020-07-01 00:00:00.000,2020-09-30 00:00:00.000,27,1,2020-06-29 00:00:00.000,2020-07-05 00:00:00.000,2020,3,7,-207,-6,-1,-2
2020-07-03 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,7,2020-07-01 00:00:00.000,2020-07-31 00:00:00.000,31,3,"Friday",5,185,"July",3,2020-07-01 00:00:00.000,2020-09-30 00:00:00.000,27,1,2020-06-29 00:00:00.000,2020-07-05 00:00:00.000,2020,3,7,-206,-6,-1,-2
2020-07-04 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,7,2020-07-01 00:00:00.000,2020-07-31 00:00:00.000,31,4,"Saturday",6,186,"July",3,2020-07-01 00:00:00.000,2020-09-30 00:00:00.000,27,1,2020-06-29 00:00:00.000,2020-07-05 00:00:00.000,2020,3,7,-205,-6,-1,-2
2020-07-05 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,7,2020-07-01 00:00:00.000,2020-07-31 00:00:00.000,31,5,"Sunday",0,187,"July",3,2020-07-01 00:00:00.000,2020-09-30 00:00:00.000,27,1,2020-06-29 00:00:00.000,2020-07-05 00:00:00.000,2020,3,7,-204,-6,-1,-2
2020-08-01 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,8,2020-08-01 00:00:00.000,2020-08-31 00:00:00.000,31,1,"Saturday",6,214,"August",3,2020-07-01 00:00:00.000,2020-09-30 00:00:00.000,31,1,2020-07-27 00:00:00.000,2020-08-02 00:00:00.000,2020,3,8,-177,-5,-1,-2
2020-08-02 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,8,2020-08-01 00:00:00.000,2020-08-31 00:00:00.000,31,2,"Sunday",0,215,"August",3,2020-07-01 00:00:00.000,2020-09-30 00:00:00.000,31,1,2020-07-27 00:00:00.000,2020-08-02 00:00:00.000,2020,3,8,-176,-5,-1,-2
2020-10-01 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,10,2020-10-01 00:00:00.000,2020-10-31 00:00:00.000,31,1,"Thursday",4,275,"October",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,40,1,2020-09-28 00:00:00.000,2020-10-04 00:00:00.000,2020,4,10,-116,-3,-1,-1
2020-10-02 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,10,2020-10-01 00:00:00.000,2020-10-31 00:00:00.000,31,2,"Friday",5,276,"October",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,40,1,2020-09-28 00:00:00.000,2020-10-04 00:00:00.000,2020,4,10,-115,-3,-1,-1
2020-10-03 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,10,2020-10-01 00:00:00.000,2020-10-31 00:00:00.000,31,3,"Saturday",6,277,"October",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,40,1,2020-09-28 00:00:00.000,2020-10-04 00:00:00.000,2020,4,10,-114,-3,-1,-1
2020-10-04 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,10,2020-10-01 00:00:00.000,2020-10-31 00:00:00.000,31,4,"Sunday",0,278,"October",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,40,1,2020-09-28 00:00:00.000,2020-10-04 00:00:00.000,2020,4,10,-113,-3,-1,-1
2020-12-01 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,31,1,"Tuesday",2,336,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,49,1,2020-11-30 00:00:00.000,2020-12-06 00:00:00.000,2020,4,12,-55,-1,-1,-1
2020-12-02 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,31,2,"Wednesday",3,337,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,49,1,2020-11-30 00:00:00.000,2020-12-06 00:00:00.000,2020,4,12,-54,-1,-1,-1
2020-12-03 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,31,3,"Thursday",4,338,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,49,1,2020-11-30 00:00:00.000,2020-12-06 00:00:00.000,2020,4,12,-53,-1,-1,-1
2020-12-04 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,31,4,"Friday",5,339,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,49,1,2020-11-30 00:00:00.000,2020-12-06 00:00:00.000,2020,4,12,-52,-1,-1,-1
2020-12-05 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,31,5,"Saturday",6,340,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,49,1,2020-11-30 00:00:00.000,2020-12-06 00:00:00.000,2020,4,12,-51,-1,-1,-1
2020-12-06 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,31,6,"Sunday",0,341,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,49,1,2020-11-30 00:00:00.000,2020-12-06 00:00:00.000,2020,4,12,-50,-1,-1,-1
2021-01-01 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,31,1,"Friday",5,1,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,1,1,2020-12-28 00:00:00.000,2021-01-03 00:00:00.000,2021,1,1,-24,0,0,0
2021-01-02 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,31,2,"Saturday",6,2,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,1,1,2020-12-28 00:00:00.000,2021-01-03 00:00:00.000,2021,1,1,-23,0,0,0
